CustomerID;Age;Gender;Tenure;Usage Frequency;Support Calls;Payment Delay;Subscription Type;Contract Length;Total Spend;Last Interaction;Churn;Region;Operador
26001;64;Male;32;27;5;28;Basic;Annual;900;25;1;Arequipa;Movistar
26002;40;Male;58;21;7;24;Basic;Quarterly;254;25;1;Arequipa;Movistar
26003;35;Female;9;5;2;20;Premium;Monthly;708;5;0;Arequipa;Movistar
26004;40;Male;1;19;5;15;Basic;Quarterly;602;14;0;Arequipa;Movistar
26005;44;Male;49;30;8;5;Standard;Quarterly;863;15;0;Arequipa;Movistar
26006;25;Female;47;3;8;4;Premium;Quarterly;445;28;0;Arequipa;Movistar
26007;55;Female;48;6;4;10;Premium;Monthly;681;25;0;Arequipa;Movistar
26008;19;Female;1;18;0;30;Basic;Annual;153;22;1;Arequipa;Movistar
26009;20;Female;23;23;2;8;Basic;Quarterly;524;5;0;Arequipa;Movistar
26010;31;Female;15;21;5;5;Premium;Annual;984;1;0;Arequipa;Movistar
26011;32;Female;60;18;8;7;Premium;Monthly;983;28;0;Arequipa;Movistar
26012;47;Female;19;28;0;9;Basic;Monthly;358;20;0;Arequipa;Movistar
26013;47;Female;26;17;8;18;Standard;Quarterly;777;20;1;Arequipa;Movistar
26014;44;Male;48;2;7;20;Basic;Annual;535;20;1;Arequipa;Movistar
26015;39;Female;58;5;2;26;Standard;Monthly;214;20;1;Arequipa;Movistar
26016;25;Female;26;1;9;0;Basic;Monthly;998;25;0;Arequipa;Movistar
26017;64;Female;57;11;6;30;Standard;Annual;661;26;1;Arequipa;Movistar
26018;27;Female;22;9;2;17;Premium;Quarterly;650;9;0;Arequipa;Movistar
26019;22;Male;20;4;9;30;Basic;Monthly;152;8;0;Arequipa;Movistar
26020;32;Male;57;16;0;25;Standard;Quarterly;690;30;0;Arequipa;Movistar
26021;26;Female;6;29;4;22;Standard;Annual;178;29;1;Arequipa;Movistar
26022;24;Female;6;7;9;12;Basic;Annual;498;29;0;Arequipa;Movistar
26023;34;Male;34;27;10;21;Premium;Quarterly;263;18;1;Arequipa;Movistar
26024;32;Male;41;13;6;14;Basic;Monthly;231;21;0;Arequipa;Movistar
26025;48;Male;56;23;8;21;Basic;Annual;833;5;1;Arequipa;Movistar
26026;51;Male;13;22;1;19;Premium;Monthly;727;16;0;Arequipa;Movistar
26027;26;Female;39;12;0;4;Standard;Monthly;155;4;0;Arequipa;Movistar
26028;20;Female;27;20;7;17;Basic;Quarterly;925;6;1;Arequipa;Movistar
26029;57;Female;12;23;0;2;Basic;Annual;563;13;0;Arequipa;Movistar
26030;25;Male;16;20;9;2;Premium;Quarterly;181;5;0;Arequipa;Movistar
26031;56;Female;15;15;9;30;Standard;Annual;985;14;0;Arequipa;Movistar
26032;63;Male;5;4;8;25;Standard;Quarterly;650;12;1;Arequipa;Movistar
26033;37;Female;5;4;4;21;Basic;Monthly;209;19;1;Arequipa;Movistar
26034;21;Male;55;24;1;7;Standard;Annual;767;10;0;Arequipa;Movistar
26035;42;Male;36;12;7;27;Premium;Monthly;638;13;1;Arequipa;Movistar
26036;46;Male;27;27;0;27;Premium;Annual;988;11;0;Arequipa;Movistar
26037;38;Male;35;22;6;9;Standard;Quarterly;857;15;0;Arequipa;Movistar
26038;62;Female;5;12;8;3;Premium;Quarterly;574;26;0;Arequipa;Movistar
26039;27;Female;39;30;6;5;Standard;Monthly;265;17;0;Arequipa;Movistar
26040;62;Male;27;22;0;30;Premium;Monthly;268;15;0;Arequipa;Movistar
26041;49;Female;7;11;7;0;Standard;Quarterly;496;22;0;Arequipa;Movistar
26042;60;Female;54;25;10;3;Premium;Quarterly;431;29;0;Arequipa;Movistar
26043;35;Male;29;26;9;6;Basic;Annual;258;29;0;Arequipa;Movistar
26044;21;Female;8;19;9;24;Basic;Annual;544;18;0;Arequipa;Movistar
26045;64;Male;18;22;0;15;Standard;Monthly;530;7;0;Arequipa;Movistar
26046;43;Male;60;7;8;18;Basic;Quarterly;599;15;1;Arequipa;Movistar
26047;40;Male;19;18;0;3;Basic;Quarterly;961;14;0;Arequipa;Movistar
26048;50;Female;13;3;6;6;Standard;Quarterly;256;18;0;Arequipa;Movistar
26049;27;Male;40;1;2;12;Premium;Annual;813;10;0;Arequipa;Movistar
26050;23;Female;27;5;7;25;Basic;Annual;110;21;1;Arequipa;Movistar
26051;63;Female;41;27;3;26;Standard;Annual;827;4;0;Arequipa;Movistar
26052;51;Female;42;14;5;12;Standard;Annual;270;6;0;Arequipa;Movistar
26053;37;Male;47;9;9;16;Basic;Annual;916;22;1;Arequipa;Movistar
26054;24;Female;33;11;6;12;Basic;Monthly;141;27;0;Arequipa;Movistar
26055;58;Male;50;14;3;22;Standard;Quarterly;282;26;0;Arequipa;Movistar
26056;36;Male;5;21;8;4;Basic;Annual;936;4;0;Arequipa;Movistar
26057;30;Female;4;16;6;2;Premium;Quarterly;598;17;0;Arequipa;Movistar
26058;57;Female;50;27;9;30;Basic;Quarterly;458;22;1;Arequipa;Movistar
26059;59;Male;47;7;4;6;Standard;Quarterly;689;13;0;Arequipa;Movistar
26060;36;Male;37;8;10;5;Basic;Monthly;878;7;0;Arequipa;Movistar
26061;36;Female;34;30;10;23;Standard;Annual;579;9;1;Arequipa;Movistar
26062;51;Female;45;23;3;15;Basic;Monthly;612;28;0;Arequipa;Movistar
26063;23;Male;29;27;3;12;Standard;Quarterly;120;23;0;Arequipa;Movistar
26064;41;Female;34;7;2;2;Premium;Quarterly;320;26;0;Arequipa;Movistar
26065;37;Female;47;23;10;27;Premium;Monthly;706;3;1;Arequipa;Movistar
26066;58;Male;17;2;1;26;Standard;Annual;492;6;0;Arequipa;Movistar
26067;39;Female;18;6;2;10;Basic;Annual;861;12;0;Arequipa;Movistar
26068;32;Male;53;21;2;10;Basic;Annual;723;29;0;Arequipa;Movistar
26069;65;Male;38;11;10;16;Standard;Quarterly;369;26;1;Arequipa;Movistar
26070;19;Male;32;28;10;7;Standard;Quarterly;920;21;0;Arequipa;Movistar
26071;20;Male;2;13;2;17;Standard;Annual;558;2;0;Arequipa;Movistar
26072;28;Female;14;5;3;12;Standard;Monthly;404;7;0;Arequipa;Movistar
26073;63;Female;26;16;7;7;Standard;Annual;510;20;0;Arequipa;Movistar
26074;47;Male;15;18;3;13;Basic;Annual;140;30;0;Arequipa;Movistar
26075;55;Female;18;11;1;15;Standard;Quarterly;459;23;0;Arequipa;Movistar
26076;46;Male;55;24;9;25;Premium;Quarterly;953;9;1;Arequipa;Movistar
26077;45;Male;8;12;8;19;Standard;Monthly;131;4;0;Arequipa;Movistar
26078;51;Male;38;6;9;20;Premium;Quarterly;152;25;1;Arequipa;Movistar
26079;42;Male;28;4;1;15;Standard;Quarterly;379;15;0;Arequipa;Movistar
26080;36;Female;56;7;6;18;Standard;Monthly;564;8;1;Arequipa;Movistar
26081;60;Female;41;18;9;15;Standard;Monthly;908;3;0;Arequipa;Movistar
26082;24;Male;57;15;6;25;Premium;Monthly;251;26;1;Arequipa;Movistar
26083;41;Male;6;25;2;17;Standard;Annual;672;15;0;Arequipa;Movistar
26084;18;Female;16;18;3;6;Premium;Monthly;581;23;0;Arequipa;Movistar
26085;62;Female;25;22;9;5;Basic;Quarterly;359;24;0;Arequipa;Movistar
26086;22;Female;33;15;3;26;Premium;Monthly;104;11;1;Arequipa;Movistar
26087;43;Female;28;29;8;8;Basic;Quarterly;450;20;0;Arequipa;Movistar
26088;47;Male;43;19;4;4;Basic;Monthly;543;15;0;Arequipa;Movistar
26089;39;Female;42;10;10;0;Standard;Annual;581;9;0;Arequipa;Movistar
26090;61;Male;44;9;2;19;Standard;Monthly;432;15;0;Arequipa;Movistar
26091;63;Male;38;14;5;4;Standard;Quarterly;802;20;0;Arequipa;Movistar
26092;46;Female;27;30;1;21;Standard;Quarterly;814;11;0;Arequipa;Movistar
26093;64;Female;4;21;9;12;Standard;Monthly;614;2;0;Arequipa;Movistar
26094;20;Male;21;20;6;19;Premium;Quarterly;536;17;0;Arequipa;Movistar
26095;64;Female;57;30;9;7;Basic;Annual;779;3;0;Arequipa;Movistar
26096;28;Male;1;30;8;25;Premium;Annual;123;21;0;Arequipa;Movistar
26097;24;Female;52;14;3;28;Basic;Annual;556;14;0;Arequipa;Movistar
26098;30;Male;43;16;9;21;Standard;Quarterly;424;5;1;Arequipa;Movistar
26099;38;Female;6;27;7;3;Basic;Monthly;651;8;0;Arequipa;Movistar
26100;24;Male;51;5;8;9;Basic;Quarterly;221;8;0;Arequipa;Movistar
26101;62;Female;27;7;10;13;Standard;Monthly;987;18;0;Arequipa;Movistar
26102;48;Female;11;2;3;25;Premium;Quarterly;528;30;0;Arequipa;Movistar
26103;34;Male;55;1;7;14;Premium;Monthly;247;15;0;Arequipa;Movistar
26104;41;Male;26;29;5;26;Premium;Annual;938;8;1;Arequipa;Movistar
26105;54;Male;37;29;4;3;Standard;Quarterly;585;4;0;Arequipa;Movistar
26106;64;Male;28;22;5;15;Standard;Monthly;233;23;0;Arequipa;Movistar
26107;30;Female;54;10;7;15;Basic;Quarterly;984;7;0;Arequipa;Movistar
26108;18;Female;9;27;9;22;Premium;Annual;662;27;0;Arequipa;Movistar
26109;21;Female;45;14;5;14;Premium;Monthly;328;3;0;Arequipa;Movistar
26110;33;Female;47;17;4;20;Standard;Quarterly;741;26;0;Arequipa;Movistar
26111;53;Female;47;24;8;4;Premium;Quarterly;323;11;0;Arequipa;Movistar
26112;42;Female;42;15;4;3;Premium;Annual;603;26;0;Arequipa;Movistar
26113;46;Female;41;9;5;14;Basic;Annual;590;27;0;Arequipa;Movistar
26114;47;Female;33;7;8;15;Basic;Quarterly;113;12;0;Arequipa;Movistar
26115;63;Female;12;10;3;30;Premium;Quarterly;119;21;1;Arequipa;Movistar
26116;24;Female;43;17;0;28;Standard;Annual;983;5;0;Arequipa;Movistar
26117;65;Female;5;1;2;13;Basic;Monthly;209;22;1;Arequipa;Movistar
26118;26;Male;52;2;9;22;Basic;Annual;467;18;1;Arequipa;Movistar
26119;64;Male;44;4;4;17;Premium;Monthly;348;21;1;Arequipa;Movistar
26120;34;Male;50;12;6;17;Standard;Monthly;718;26;1;Arequipa;Movistar
26121;61;Female;43;27;4;22;Premium;Quarterly;929;4;0;Arequipa;Movistar
26122;38;Female;52;8;3;26;Basic;Quarterly;743;30;0;Arequipa;Movistar
26123;22;Female;28;21;10;13;Standard;Monthly;988;16;0;Arequipa;Movistar
26124;55;Female;6;20;7;10;Premium;Annual;851;9;0;Arequipa;Movistar
26125;41;Male;43;28;2;20;Standard;Quarterly;835;19;0;Arequipa;Movistar
26126;52;Female;50;29;1;6;Basic;Quarterly;866;8;0;Arequipa;Movistar
26127;61;Female;57;25;2;8;Standard;Annual;797;6;0;Arequipa;Movistar
26128;43;Female;53;2;5;7;Basic;Monthly;497;22;0;Arequipa;Movistar
26129;24;Male;11;9;8;9;Basic;Annual;444;15;0;Arequipa;Movistar
26130;32;Male;18;10;0;5;Basic;Quarterly;371;1;0;Arequipa;Movistar
26131;51;Female;14;1;1;17;Basic;Quarterly;501;26;0;Arequipa;Movistar
26132;39;Male;52;25;9;11;Premium;Annual;809;11;0;Arequipa;Movistar
26133;21;Male;20;10;8;12;Standard;Quarterly;107;17;0;Arequipa;Movistar
26134;50;Female;12;24;0;29;Basic;Annual;984;24;0;Arequipa;Movistar
26135;41;Female;28;25;10;3;Basic;Annual;180;23;0;Arequipa;Movistar
26136;64;Male;27;18;2;5;Standard;Monthly;626;18;0;Arequipa;Movistar
26137;43;Male;44;5;3;1;Basic;Monthly;453;11;0;Arequipa;Movistar
26138;18;Female;16;16;9;5;Basic;Monthly;555;8;0;Arequipa;Movistar
26139;47;Male;9;23;4;26;Basic;Quarterly;151;26;0;Arequipa;Movistar
26140;42;Female;50;14;2;5;Premium;Annual;553;4;0;Arequipa;Movistar
26141;27;Male;32;13;10;20;Standard;Monthly;833;12;1;Arequipa;Movistar
26142;39;Female;26;12;6;9;Basic;Quarterly;278;6;0;Arequipa;Movistar
26143;64;Female;1;8;3;22;Standard;Monthly;820;22;1;Arequipa;Movistar
26144;53;Male;13;24;4;20;Standard;Monthly;915;8;0;Arequipa;Movistar
26145;39;Male;45;9;9;12;Premium;Monthly;600;13;0;Arequipa;Movistar
26146;27;Male;37;2;1;27;Standard;Quarterly;577;16;0;Arequipa;Movistar
26147;18;Female;20;19;2;3;Premium;Annual;978;27;0;Arequipa;Movistar
26148;22;Male;17;3;2;5;Basic;Monthly;646;23;0;Arequipa;Movistar
26149;22;Female;11;5;0;20;Premium;Quarterly;269;15;0;Arequipa;Movistar
26150;39;Male;25;24;10;29;Premium;Quarterly;839;27;1;Arequipa;Movistar
26151;26;Male;6;25;10;19;Premium;Monthly;943;24;0;Arequipa;Movistar
26152;54;Female;29;9;4;3;Standard;Monthly;511;18;0;Arequipa;Movistar
26153;58;Male;20;3;2;26;Basic;Annual;902;25;0;Arequipa;Movistar
26154;32;Male;27;14;4;24;Premium;Annual;852;16;0;Arequipa;Movistar
26155;37;Male;53;23;0;17;Basic;Annual;759;11;0;Arequipa;Movistar
26156;39;Female;45;27;1;29;Basic;Annual;984;27;0;Arequipa;Movistar
26157;26;Male;11;28;5;13;Premium;Quarterly;177;29;0;Arequipa;Movistar
26158;32;Female;40;17;6;7;Standard;Annual;221;15;0;Arequipa;Movistar
26159;48;Male;50;18;6;19;Standard;Quarterly;444;2;1;Arequipa;Movistar
26160;50;Male;32;11;8;12;Basic;Quarterly;959;10;0;Arequipa;Movistar
26161;63;Male;24;21;2;20;Standard;Annual;128;12;0;Arequipa;Movistar
26162;48;Female;42;13;2;25;Premium;Annual;629;7;0;Arequipa;Movistar
26163;61;Female;5;20;6;9;Standard;Annual;891;27;0;Arequipa;Movistar
26164;46;Female;24;14;3;8;Basic;Quarterly;143;3;0;Arequipa;Movistar
26165;65;Female;49;30;4;14;Basic;Monthly;731;20;0;Arequipa;Movistar
26166;59;Female;58;30;5;10;Premium;Annual;835;10;0;Arequipa;Movistar
26167;43;Male;10;6;8;19;Premium;Monthly;650;12;0;Arequipa;Movistar
26168;55;Male;53;1;5;8;Basic;Monthly;562;1;1;Arequipa;Movistar
26169;24;Male;55;21;0;16;Premium;Annual;973;9;0;Arequipa;Movistar
26170;18;Male;25;27;9;7;Standard;Quarterly;164;12;0;Arequipa;Movistar
26171;20;Female;51;3;1;10;Standard;Quarterly;137;5;0;Arequipa;Movistar
26172;60;Male;47;14;1;25;Premium;Quarterly;512;9;0;Arequipa;Movistar
26173;29;Male;51;6;7;24;Standard;Annual;823;30;1;Arequipa;Movistar
26174;65;Female;54;24;10;17;Standard;Annual;683;22;1;Arequipa;Movistar
26175;50;Female;60;13;4;9;Basic;Quarterly;354;15;0;Arequipa;Movistar
26176;23;Male;46;6;1;10;Basic;Monthly;668;26;0;Arequipa;Movistar
26177;58;Female;19;1;0;18;Standard;Quarterly;812;8;0;Arequipa;Movistar
26178;25;Male;25;23;10;11;Premium;Quarterly;293;20;0;Arequipa;Movistar
26179;31;Female;54;7;0;13;Basic;Annual;357;19;0;Arequipa;Movistar
26180;23;Female;37;11;0;3;Premium;Monthly;299;23;0;Arequipa;Movistar
26181;30;Male;20;4;0;21;Basic;Annual;729;4;0;Arequipa;Movistar
26182;35;Female;51;1;9;0;Standard;Annual;916;30;0;Arequipa;Movistar
26183;40;Female;33;7;8;12;Premium;Quarterly;961;23;0;Arequipa;Movistar
26184;43;Male;51;22;1;22;Premium;Quarterly;324;13;0;Arequipa;Movistar
26185;26;Female;52;23;2;30;Standard;Monthly;259;20;1;Arequipa;Movistar
26186;19;Female;33;21;4;13;Basic;Annual;592;23;0;Arequipa;Movistar
26187;46;Male;25;5;4;7;Premium;Monthly;646;2;0;Arequipa;Movistar
26188;56;Male;38;16;10;13;Standard;Annual;298;9;0;Arequipa;Movistar
26189;43;Male;54;6;10;6;Standard;Annual;765;8;0;Arequipa;Movistar
26190;27;Female;22;1;3;0;Premium;Quarterly;597;13;0;Arequipa;Movistar
26191;51;Male;21;7;9;7;Standard;Annual;546;23;0;Arequipa;Movistar
26192;62;Female;8;23;6;16;Standard;Quarterly;544;21;0;Arequipa;Movistar
26193;46;Female;35;10;9;28;Premium;Annual;581;4;1;Arequipa;Movistar
26194;31;Female;58;4;10;12;Standard;Quarterly;282;24;0;Arequipa;Movistar
26195;48;Male;5;17;1;28;Standard;Quarterly;529;26;0;Arequipa;Movistar
26196;47;Female;18;21;10;8;Basic;Monthly;993;8;0;Arequipa;Movistar
26197;29;Male;41;27;9;14;Premium;Quarterly;161;17;0;Arequipa;Movistar
26198;29;Female;46;25;8;21;Premium;Monthly;928;26;1;Arequipa;Movistar
26199;60;Female;42;28;10;28;Standard;Monthly;837;13;1;Arequipa;Movistar
26200;58;Male;12;30;1;3;Basic;Annual;301;21;0;Arequipa;Movistar
26201;59;Male;15;28;2;28;Basic;Annual;877;10;0;Arequipa;Movistar
26202;36;Female;33;8;4;12;Basic;Monthly;819;28;0;Arequipa;Movistar
26203;18;Female;17;26;7;18;Basic;Monthly;594;23;0;Arequipa;Movistar
26204;22;Female;52;30;8;17;Premium;Quarterly;926;7;1;Arequipa;Movistar
26205;26;Male;38;26;5;13;Premium;Quarterly;883;14;0;Arequipa;Movistar
26206;23;Male;44;17;3;9;Premium;Quarterly;834;15;0;Arequipa;Movistar
26207;65;Male;30;11;8;2;Basic;Annual;777;11;0;Arequipa;Movistar
26208;36;Female;16;25;6;11;Premium;Quarterly;585;13;0;Arequipa;Movistar
26209;33;Male;29;22;9;17;Standard;Annual;290;9;1;Arequipa;Movistar
26210;44;Male;20;9;8;10;Standard;Monthly;515;30;0;Arequipa;Movistar
26211;18;Female;29;2;2;1;Basic;Annual;255;14;1;Arequipa;Movistar
26212;18;Male;56;19;7;18;Standard;Annual;374;5;1;Arequipa;Movistar
26213;51;Male;22;25;1;3;Standard;Monthly;904;10;0;Arequipa;Movistar
26214;47;Male;55;23;0;17;Standard;Monthly;564;18;0;Arequipa;Movistar
26215;22;Female;2;4;7;24;Standard;Quarterly;611;9;0;Arequipa;Movistar
26216;54;Male;20;22;2;11;Premium;Monthly;410;12;0;Arequipa;Movistar
26217;42;Male;53;12;7;28;Basic;Annual;659;23;1;Arequipa;Movistar
26218;48;Male;50;11;4;5;Basic;Monthly;366;15;0;Arequipa;Movistar
26219;42;Female;5;1;7;13;Premium;Quarterly;686;29;0;Arequipa;Movistar
26220;37;Female;45;19;3;16;Premium;Monthly;685;28;0;Arequipa;Movistar
26221;22;Male;42;1;7;3;Basic;Monthly;171;18;0;Arequipa;Movistar
26222;28;Male;53;9;10;3;Standard;Quarterly;402;23;0;Arequipa;Movistar
26223;44;Female;49;19;5;14;Basic;Annual;124;19;0;Arequipa;Movistar
26224;64;Female;42;23;1;17;Premium;Quarterly;139;30;0;Arequipa;Movistar
26225;42;Female;1;9;5;0;Premium;Quarterly;446;20;0;Arequipa;Movistar
26226;32;Male;28;20;4;11;Standard;Monthly;745;17;0;Arequipa;Movistar
26227;44;Female;52;13;6;11;Basic;Quarterly;389;24;0;Arequipa;Movistar
26228;21;Female;18;23;3;6;Premium;Monthly;703;3;0;Arequipa;Movistar
26229;25;Female;23;27;2;21;Premium;Quarterly;387;3;1;Arequipa;Movistar
26230;60;Female;32;12;8;4;Basic;Quarterly;233;30;0;Arequipa;Movistar
26231;26;Female;1;26;7;18;Premium;Annual;142;8;0;Arequipa;Movistar
26232;49;Male;28;19;1;28;Basic;Quarterly;774;2;0;Arequipa;Movistar
26233;38;Female;52;30;1;7;Basic;Quarterly;603;26;0;Arequipa;Movistar
26234;47;Female;57;15;9;30;Standard;Monthly;784;26;1;Arequipa;Movistar
26235;23;Female;58;14;6;24;Basic;Monthly;644;15;1;Arequipa;Movistar
26236;42;Female;50;6;5;4;Basic;Annual;171;23;0;Arequipa;Movistar
26237;31;Female;46;5;8;30;Standard;Quarterly;537;19;1;Arequipa;Movistar
26238;38;Male;52;22;3;26;Premium;Quarterly;103;20;0;Arequipa;Movistar
26239;52;Female;54;23;4;24;Basic;Annual;643;23;0;Arequipa;Movistar
26240;47;Male;51;5;10;6;Premium;Annual;956;30;0;Arequipa;Movistar
26241;45;Female;60;15;8;11;Premium;Quarterly;880;6;0;Arequipa;Movistar
26242;26;Male;49;26;5;22;Standard;Annual;552;7;1;Arequipa;Movistar
26243;53;Female;28;13;8;17;Standard;Quarterly;148;21;1;Arequipa;Movistar
26244;43;Male;57;13;1;5;Standard;Monthly;319;13;0;Arequipa;Movistar
26245;56;Male;39;26;5;24;Basic;Annual;361;29;1;Arequipa;Movistar
26246;51;Male;29;18;7;3;Premium;Annual;809;13;0;Arequipa;Movistar
26247;53;Male;52;20;10;8;Basic;Monthly;345;29;0;Arequipa;Movistar
26248;19;Female;53;9;7;20;Premium;Annual;601;29;1;Arequipa;Movistar
26249;21;Male;59;15;8;1;Premium;Quarterly;540;28;0;Arequipa;Movistar
26250;54;Female;23;15;8;20;Standard;Quarterly;688;7;0;Arequipa;Movistar
26251;48;Male;17;12;3;4;Standard;Annual;559;19;0;Arequipa;Movistar
26252;48;Female;51;3;6;20;Standard;Monthly;232;13;1;Arequipa;Movistar
26253;28;Female;29;19;6;14;Basic;Quarterly;721;3;0;Arequipa;Movistar
26254;60;Female;49;28;1;20;Basic;Monthly;370;25;0;Arequipa;Movistar
26255;22;Female;50;2;5;12;Premium;Annual;327;2;0;Arequipa;Movistar
26256;46;Female;53;8;9;25;Premium;Quarterly;707;10;1;Arequipa;Movistar
26257;19;Male;55;14;0;15;Standard;Quarterly;322;22;0;Arequipa;Movistar
26258;40;Male;45;18;3;2;Standard;Quarterly;283;8;0;Arequipa;Movistar
26259;50;Male;10;18;8;25;Standard;Annual;871;26;0;Arequipa;Movistar
26260;22;Female;45;9;10;3;Standard;Quarterly;667;11;0;Arequipa;Movistar
26261;63;Female;42;14;3;9;Premium;Monthly;830;16;0;Arequipa;Movistar
26262;57;Male;13;12;3;13;Premium;Quarterly;234;6;0;Arequipa;Movistar
26263;26;Female;11;21;8;4;Basic;Quarterly;529;7;0;Arequipa;Movistar
26264;58;Male;47;21;6;19;Premium;Quarterly;424;3;1;Arequipa;Movistar
26265;43;Male;5;18;4;16;Basic;Monthly;510;29;0;Arequipa;Movistar
26266;36;Female;46;23;8;10;Basic;Annual;545;14;0;Arequipa;Movistar
26267;30;Male;20;12;8;25;Basic;Annual;829;25;0;Arequipa;Movistar
26268;23;Female;6;6;7;22;Standard;Annual;139;30;1;Arequipa;Movistar
26269;52;Female;38;12;9;28;Premium;Monthly;285;5;1;Arequipa;Movistar
26270;60;Female;27;14;9;21;Premium;Quarterly;894;3;1;Arequipa;Movistar
26271;56;Female;44;22;0;16;Standard;Quarterly;450;30;0;Arequipa;Movistar
26272;32;Female;8;4;6;7;Premium;Annual;674;25;0;Arequipa;Movistar
26273;47;Female;57;9;7;5;Premium;Annual;367;1;0;Arequipa;Movistar
26274;52;Male;60;13;8;23;Premium;Monthly;735;7;1;Arequipa;Movistar
26275;65;Male;21;7;9;16;Basic;Annual;655;29;0;Arequipa;Movistar
26276;53;Female;36;17;10;26;Basic;Annual;890;29;1;Arequipa;Movistar
26277;18;Male;5;10;8;9;Basic;Annual;443;13;0;Arequipa;Movistar
26278;34;Female;52;21;4;1;Basic;Monthly;407;7;0;Arequipa;Movistar
26279;30;Male;16;20;6;10;Standard;Monthly;839;4;0;Arequipa;Movistar
26280;34;Male;15;13;2;16;Standard;Annual;789;3;0;Arequipa;Movistar
26281;47;Male;24;4;8;6;Standard;Annual;308;8;0;Arequipa;Movistar
26282;51;Female;49;2;10;11;Standard;Monthly;120;5;1;Arequipa;Movistar
26283;39;Male;3;26;7;5;Standard;Quarterly;157;7;0;Arequipa;Movistar
26284;46;Male;3;17;1;19;Basic;Monthly;283;22;0;Arequipa;Movistar
26285;27;Female;50;19;10;22;Standard;Annual;711;11;1;Arequipa;Movistar
26286;41;Male;17;15;10;17;Basic;Quarterly;138;6;0;Arequipa;Movistar
26287;56;Female;46;16;10;16;Premium;Annual;595;29;1;Arequipa;Movistar
26288;38;Male;39;20;2;19;Basic;Monthly;340;18;0;Arequipa;Movistar
26289;36;Female;43;8;7;21;Standard;Annual;959;17;1;Arequipa;Movistar
26290;50;Female;25;5;3;14;Basic;Annual;444;2;0;Arequipa;Movistar
26291;53;Male;16;12;7;17;Standard;Quarterly;960;17;0;Arequipa;Movistar
26292;38;Female;9;21;0;4;Basic;Monthly;789;25;0;Arequipa;Movistar
26293;42;Female;49;13;6;26;Standard;Quarterly;540;15;1;Arequipa;Movistar
26294;52;Female;45;2;10;27;Standard;Annual;790;13;1;Arequipa;Movistar
26295;47;Male;8;22;4;1;Premium;Annual;419;2;0;Arequipa;Movistar
26296;54;Female;47;21;0;1;Premium;Quarterly;787;3;0;Arequipa;Movistar
26297;53;Female;48;26;7;27;Standard;Monthly;577;7;1;Arequipa;Movistar
26298;47;Female;58;17;4;20;Basic;Quarterly;647;11;0;Arequipa;Movistar
26299;32;Female;10;2;10;16;Premium;Annual;482;20;1;Arequipa;Movistar
26300;39;Female;11;24;8;29;Standard;Quarterly;807;12;0;Arequipa;Movistar
26301;62;Male;55;29;4;18;Standard;Quarterly;210;5;0;Arequipa;Movistar
26302;60;Male;33;29;2;25;Premium;Monthly;530;29;0;Arequipa;Movistar
26303;34;Male;49;7;10;8;Premium;Annual;407;8;0;Arequipa;Movistar
26304;38;Female;49;27;2;28;Standard;Monthly;374;25;1;Arequipa;Movistar
26305;32;Female;57;9;4;0;Premium;Quarterly;458;23;0;Arequipa;Movistar
26306;54;Female;13;22;1;3;Standard;Quarterly;896;13;0;Arequipa;Movistar
26307;47;Male;11;25;2;9;Basic;Monthly;303;30;0;Arequipa;Movistar
26308;26;Male;5;24;5;24;Basic;Monthly;597;15;0;Arequipa;Movistar
26309;31;Male;52;2;4;11;Standard;Annual;302;13;0;Arequipa;Movistar
26310;27;Female;31;5;5;3;Premium;Quarterly;288;7;0;Arequipa;Movistar
26311;36;Male;53;25;5;10;Basic;Quarterly;647;22;0;Arequipa;Movistar
26312;39;Male;3;11;10;25;Standard;Monthly;494;17;0;Arequipa;Movistar
26313;56;Male;56;27;2;5;Standard;Quarterly;705;18;0;Arequipa;Movistar
26314;42;Male;59;7;3;6;Premium;Monthly;300;14;0;Arequipa;Movistar
26315;37;Female;44;12;5;21;Premium;Annual;463;21;1;Arequipa;Movistar
26316;33;Female;1;25;0;12;Standard;Monthly;877;6;0;Arequipa;Movistar
26317;56;Female;50;23;9;10;Standard;Monthly;829;17;0;Arequipa;Movistar
26318;50;Male;3;7;0;14;Standard;Quarterly;607;29;0;Arequipa;Movistar
26319;43;Female;40;12;9;10;Standard;Monthly;881;27;0;Arequipa;Movistar
26320;18;Male;38;14;2;12;Basic;Quarterly;610;15;0;Arequipa;Movistar
26321;30;Male;7;16;0;22;Premium;Annual;604;12;0;Arequipa;Movistar
26322;43;Female;5;26;7;11;Standard;Quarterly;526;19;0;Arequipa;Movistar
26323;35;Female;44;3;5;27;Premium;Annual;356;27;1;Arequipa;Movistar
26324;65;Male;12;13;3;25;Basic;Monthly;787;21;0;Arequipa;Movistar
26325;65;Female;7;8;10;23;Standard;Annual;760;14;0;Arequipa;Movistar
26326;29;Female;11;1;8;11;Premium;Annual;404;28;1;Arequipa;Movistar
26327;61;Female;5;20;1;29;Premium;Quarterly;936;18;0;Arequipa;Movistar
26328;53;Male;5;7;5;27;Basic;Monthly;939;20;0;Arequipa;Movistar
26329;30;Female;19;18;0;0;Standard;Monthly;511;22;0;Arequipa;Movistar
26330;50;Female;58;17;9;1;Standard;Monthly;528;20;0;Arequipa;Movistar
26331;25;Male;11;20;6;19;Premium;Monthly;340;18;0;Arequipa;Movistar
